"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
132,1,1,1,1,1,0,0,20161211,20170903
133,1,1,1,1,1,0,0,20161211,20170903
134,0,0,0,0,0,0,1,20161211,20170903
135,0,0,0,0,0,0,1,20161211,20170903
136,0,0,0,0,0,0,0,20161211,20170903
137,0,0,0,0,0,1,0,20161211,20170903
138,1,1,1,1,1,1,0,20161211,20170903
139,0,0,0,0,0,1,1,20161211,20170903
140,1,1,1,1,1,0,0,20161211,20170903
141,1,1,1,1,1,0,0,20161211,20170903
142,1,1,1,1,1,0,1,20161211,20170903
143,1,1,1,1,1,0,0,20161211,20170903
144,0,0,0,0,1,0,0,20161211,20170903
145,1,1,1,1,0,0,0,20161211,20170903
146,1,1,1,1,1,0,0,20161211,20170903
147,0,0,0,0,0,0,0,20161211,20170903
148,0,0,0,0,1,1,0,20161211,20170903
149,1,1,1,1,0,0,1,20161211,20170903
150,1,1,1,1,0,0,0,20161211,20170903
151,0,0,0,0,1,1,1,20161211,20170903
152,1,1,1,1,1,0,1,20161211,20170903
153,0,0,0,0,0,0,0,20161211,20170903
154,0,0,0,0,0,1,0,20161211,20170903
155,1,1,1,1,1,1,1,20161211,20170903
156,0,0,0,0,0,1,0,20161211,20170903
157,0,0,0,0,0,1,1,20161211,20170903
158,0,0,0,0,1,0,0,20161211,20170903
159,1,1,1,1,1,0,1,20161211,20170903
160,0,0,0,0,0,0,0,20161211,20170903
161,1,1,1,1,1,1,0,20161211,20170903
162,0,0,0,0,0,1,0,20161211,20170903
163,0,0,0,0,0,1,0,20161211,20170903
164,0,0,0,0,0,1,0,20161211,20170903
165,0,0,0,0,0,0,0,20161211,20170903
166,0,0,0,0,0,0,0,20161211,20170903
167,0,0,0,0,0,1,0,20161211,20170903
168,0,0,0,0,0,0,1,20161211,20170903
169,0,0,0,0,0,0,0,20161211,20170903
170,0,0,0,0,0,0,0,20161211,20170903
171,0,0,0,0,0,1,1,20161211,20170903
172,1,1,1,1,1,1,1,20161211,20170903
173,0,0,0,0,0,0,0,20161211,20170903
174,0,0,0,0,0,0,1,20161211,20170903
175,1,1,1,1,1,0,0,20161211,20170903
176,1,1,1,1,1,1,1,20161211,20170903
177,1,1,1,1,1,1,1,20161211,20170903
178,1,1,1,1,1,1,1,20161211,20170903
179,1,1,1,1,0,1,0,20161211,20170903
180,0,0,0,0,1,0,0,20161211,20170903
181,0,0,0,0,0,0,0,20161211,20170903
182,1,1,1,1,0,1,0,20161211,20170903
183,1,1,1,1,1,1,0,20161211,20170903
184,1,1,1,1,1,1,1,20161211,20170903
185,0,0,0,0,0,0,0,20161211,20170903
186,1,1,1,1,1,0,0,20161211,20170903
187,0,0,0,0,0,0,0,20161211,20170903
188,0,0,0,0,0,0,0,20161211,20170903
189,0,0,0,0,0,1,0,20161211,20170903
190,1,1,1,1,1,0,0,20161211,20170903
191,1,1,1,1,1,0,0,20161211,20170903
192,0,0,0,0,0,0,0,20161211,20170903
193,1,1,1,1,1,1,1,20161211,20170903
194,0,0,0,0,0,1,0,20161211,20170903
195,1,1,1,1,1,1,1,20161211,20170903
196,0,0,0,0,0,0,0,20161211,20170903
197,0,0,0,0,0,0,0,20161211,20170903
198,0,0,0,0,0,0,0,20161211,20170903
199,0,0,0,0,0,0,0,20161211,20170903
200,0,0,0,0,1,0,0,20161211,20170903
201,1,1,1,1,0,0,0,20161211,20170903
202,0,0,0,0,0,0,1,20161211,20170903
203,1,1,1,1,0,0,1,20161211,20170903
204,0,0,0,0,1,1,0,20161211,20170903
205,1,1,1,1,0,1,0,20161211,20170903
206,0,0,0,0,1,0,1,20161211,20170903
207,0,0,0,0,0,0,0,20161211,20170903
208,0,0,0,0,0,0,0,20161211,20170903
209,0,0,0,0,0,0,0,20161211,20170903
210,0,0,0,0,0,0,0,20161211,20170903
211,1,1,0,1,0,0,0,20161211,20170903
212,0,0,0,0,0,0,0,20161211,20170903
213,0,0,0,0,0,0,0,20161211,20170903
214,0,0,0,0,0,0,0,20161211,20170903
215,1,1,1,1,1,1,1,20161211,20170903
216,1,1,1,1,0,0,0,20161211,20170903
217,0,0,0,0,1,0,0,20161211,20170903
218,1,1,1,1,0,0,0,20161211,20170903
219,0,0,0,0,1,0,0,20161211,20170903
220,1,1,1,1,1,0,0,20161211,20170903
221,0,0,0,0,1,1,0,20161211,20170903
222,1,1,1,1,1,0,0,20161211,20170903
223,1,1,1,1,1,1,1,20161211,20170903
224,1,1,1,1,1,0,0,20161211,20170903
225,1,1,1,1,1,1,1,20161211,20170903
226,1,1,1,1,0,1,1,20161211,20170903
227,0,0,0,0,1,1,1,20161211,20170903
228,1,1,1,1,1,1,0,20161211,20170903
229,0,1,1,1,1,1,1,20161211,20170903
230,0,0,0,0,0,0,0,20161211,20170903
231,1,1,1,1,1,1,1,20161211,20170903
232,1,1,1,1,1,0,0,20161211,20170903
233,0,0,0,0,0,1,1,20161211,20170903
234,0,0,0,0,0,1,0,20161211,20170903
235,1,1,1,1,1,0,0,20161211,20170903
236,1,1,1,1,0,0,0,20161211,20170903
237,0,0,0,0,0,1,1,20161211,20170903
238,1,1,1,1,1,0,0,20161211,20170903
239,0,0,0,0,0,0,0,20161211,20170903
240,1,1,1,1,1,0,0,20161211,20170903
241,0,0,0,0,0,1,0,20161211,20170903
242,0,0,0,0,0,1,1,20161211,20170903
243,1,1,1,1,1,1,0,20161211,20170903
244,0,0,0,0,0,1,0,20161211,20170903
245,0,0,0,0,0,0,1,20161211,20170903
246,0,0,0,0,0,0,1,20161211,20170903
247,0,0,0,0,0,1,0,20161211,20170903
248,1,1,1,1,0,0,1,20161211,20170903
249,1,1,1,1,0,0,1,20161211,20170903
250,0,0,0,0,0,0,0,20161211,20170903
251,1,1,1,1,1,1,1,20161211,20170903
252,0,0,0,0,0,0,0,20161211,20170903
253,1,1,1,1,0,0,0,20161211,20170903
254,0,0,0,0,0,0,0,20161211,20170903
255,1,1,1,1,1,1,0,20161211,20170903
256,1,1,1,1,1,0,0,20161211,20170903
257,0,0,0,0,0,0,0,20161211,20170903
258,1,1,1,1,1,1,1,20161211,20170903
259,0,0,0,0,1,0,0,20161211,20170903
260,0,0,0,0,0,0,0,20161211,20170903
261,1,1,1,1,0,1,1,20161211,20170903
262,1,1,1,1,1,1,1,20161211,20170903
263,0,0,0,0,0,1,1,20161211,20170903
264,1,1,1,1,1,0,0,20161211,20170903
265,0,0,0,0,0,1,1,20161211,20170903
266,1,1,1,1,1,0,0,20161211,20170903
267,1,1,1,1,0,0,0,20161211,20170903
268,1,1,1,1,1,1,1,20161211,20170903
269,0,0,0,0,1,1,0,20161211,20170903
270,1,1,1,1,1,1,0,20161211,20170903
271,0,0,0,0,0,0,0,20161211,20170903
272,1,1,1,1,0,0,1,20161211,20170903
273,0,0,0,0,0,1,0,20161211,20170903
274,1,1,1,1,1,1,1,20161211,20170903
275,1,1,1,1,0,1,1,20161211,20170903
276,0,0,0,0,1,1,1,20161211,20170903
277,1,1,1,1,1,0,0,20161211,20170903
278,0,0,0,0,0,0,0,20161211,20170903
279,0,0,0,0,0,1,0,20161211,20170903
280,0,0,0,0,1,1,0,20161211,20170903
281,0,0,0,0,1,1,0,20161211,20170903
282,0,0,0,0,0,0,0,20161211,20170903
283,1,1,1,1,1,0,0,20161211,20170903
284,1,1,1,1,1,0,0,20161211,20170903
285,1,1,1,1,1,1,0,20161211,20170903
286,1,1,1,1,1,0,1,20161211,20170903
287,1,1,1,1,1,0,1,20161211,20170903
288,1,1,1,1,0,0,1,20161211,20170903
289,1,1,1,1,1,0,0,20161211,20170903
290,0,0,0,0,0,0,0,20161211,20170903
291,0,0,0,0,0,1,0,20161211,20170903
292,0,0,0,0,0,1,1,20161211,20170903
293,0,0,0,0,0,0,0,20161211,20170903
294,0,0,0,0,0,0,0,20161211,20170903
295,0,0,0,0,0,0,1,20161211,20170903
296,0,0,0,0,0,0,0,20161211,20170903
297,0,0,0,0,0,0,0,20161211,20170903
298,0,0,0,0,0,0,0,20161211,20170903
299,0,0,0,0,1,0,0,20161211,20170903
300,1,1,1,1,1,0,0,20161211,20170903
301,1,1,1,1,1,0,0,20161211,20170903
302,0,0,0,0,0,0,0,20161211,20170903
303,1,1,1,1,0,0,0,20161211,20170903
304,1,1,1,1,1,0,0,20161211,20170903
305,0,0,0,0,0,0,1,20161211,20170903
306,0,0,0,0,0,0,0,20161211,20170903
307,0,0,0,0,0,0,0,20161211,20170903
308,0,0,0,0,0,0,0,20161211,20170903
309,0,0,0,0,0,0,0,20161211,20170903
310,0,1,1,1,1,0,0,20161211,20170903
311,0,0,0,0,0,0,0,20161211,20170903
312,0,0,0,0,0,0,0,20161211,20170903
313,0,0,0,0,0,0,0,20161211,20170903
314,1,1,1,1,1,1,0,20161211,20170903
315,1,1,1,1,1,1,1,20161211,20170903
316,1,1,1,1,0,1,1,20161211,20170903
317,0,0,0,0,0,0,0,20161211,20170903
318,0,0,0,0,0,0,0,20161211,20170903
319,0,0,0,0,0,1,1,20161211,20170903
320,0,0,0,0,0,1,0,20161211,20170903
321,0,0,0,0,0,1,0,20161211,20170903
322,0,0,0,0,1,1,0,20161211,20170903
323,1,1,1,1,1,1,0,20161211,20170903
324,0,0,0,0,0,0,0,20161211,20170903
325,0,0,0,0,1,1,0,20161211,20170903
326,0,0,0,0,1,1,0,20161211,20170903
327,0,0,0,0,1,1,0,20161211,20170903
328,0,0,0,0,1,0,0,20161211,20170903
329,0,0,0,0,0,1,0,20161211,20170903
330,0,0,0,0,0,0,1,20161211,20170903
331,0,0,0,0,0,0,0,20161211,20170903
332,0,0,0,0,0,0,0,20161211,20170903
333,0,0,0,0,0,0,0,20161211,20170903
334,0,0,0,0,0,1,1,20161211,20170903
335,0,0,0,0,0,1,1,20161211,20170903
336,0,0,0,0,0,0,0,20161211,20170903
337,0,0,0,0,0,0,0,20161211,20170903
338,1,1,1,1,1,0,0,20161211,20170903
339,0,0,0,0,0,0,0,20161211,20170903
340,0,0,0,0,0,1,0,20161211,20170903
341,0,0,0,0,0,1,1,20161211,20170903
342,1,1,1,1,1,1,1,20161211,20170903
343,1,1,1,1,1,1,0,20161211,20170903
344,0,0,0,0,0,0,0,20161211,20170903
345,0,0,0,0,0,0,0,20161211,20170903
346,0,0,0,0,0,1,1,20161211,20170903
347,0,0,0,0,0,0,0,20161211,20170903
348,0,0,0,0,1,1,1,20161211,20170903
349,0,0,0,0,0,0,0,20161211,20170903
350,0,0,0,0,0,0,1,20161211,20170903
351,1,1,1,1,0,0,0,20161211,20170903
352,1,1,1,1,0,0,0,20161211,20170903
353,0,0,0,0,0,1,0,20161211,20170903
354,0,0,0,0,1,1,0,20161211,20170903
355,0,0,0,0,1,0,0,20161211,20170903
356,1,1,1,1,1,1,0,20161211,20170903
357,0,0,0,0,0,1,0,20161211,20170903
358,1,1,1,1,0,0,0,20161211,20170903
359,1,1,1,1,0,0,0,20161211,20170903
360,1,1,1,1,1,1,0,20161211,20170903
361,0,0,0,0,0,1,1,20161211,20170903
362,0,0,0,0,1,1,1,20161211,20170903
363,0,0,0,0,1,1,0,20161211,20170903
364,1,1,1,1,1,1,0,20161211,20170903
365,0,0,0,0,1,1,1,20161211,20170903
366,0,0,0,0,0,1,0,20161211,20170903
367,1,1,1,1,1,0,1,20161211,20170903
368,1,1,1,1,0,0,1,20161211,20170903
369,0,0,0,0,0,1,1,20161211,20170903
370,0,0,0,0,0,0,0,20161211,20170903
371,0,0,0,0,0,0,0,20161211,20170903
372,1,1,1,1,1,0,0,20161211,20170903
373,1,1,1,1,1,0,0,20161211,20170903
374,1,1,1,1,1,1,0,20161211,20170903
375,1,1,1,1,1,1,0,20161211,20170903
376,0,1,1,1,1,0,0,20161211,20170903
377,0,0,0,0,0,0,0,20161211,20170903
378,0,0,0,0,0,0,0,20161211,20170903
379,0,0,0,0,0,0,0,20161211,20170903
380,0,0,0,0,0,0,0,20161211,20170903
381,0,0,0,0,0,0,0,20161211,20170903
382,0,0,0,0,0,0,0,20161211,20170903
383,0,0,0,0,0,0,0,20161211,20170903
384,0,0,0,0,0,0,0,20161211,20170903
385,0,0,0,0,0,0,0,20161211,20170903
386,0,0,0,0,0,0,0,20161211,20170903
387,0,0,0,0,0,0,0,20161211,20170903
388,0,0,0,0,0,0,0,20161211,20170903
389,0,0,0,0,0,0,0,20161211,20170903
390,0,0,0,0,0,0,0,20161211,20170903
391,0,0,0,0,0,0,0,20161211,20170903
392,0,0,0,0,0,0,0,20161211,20170903
393,0,0,0,0,0,0,0,20161211,20170903
394,0,0,0,0,0,0,0,20161211,20170903
395,0,0,0,0,0,0,0,20161211,20170903
396,0,0,0,0,0,0,0,20161211,20170903
397,0,0,0,0,0,0,0,20161211,20170903
398,0,0,0,0,0,0,0,20161211,20170903
399,0,0,0,0,0,0,0,20161211,20170903
400,0,0,0,0,0,0,0,20161211,20170903
401,0,0,0,0,0,0,0,20161211,20170903
402,0,0,0,0,0,0,0,20161211,20170903
403,0,0,0,0,0,0,0,20161211,20170903
404,0,0,0,0,0,0,0,20161211,20170903
405,0,0,0,0,0,0,0,20161211,20170903
406,0,0,0,0,0,0,0,20161211,20170903
407,0,0,0,0,0,0,0,20161211,20170903
408,0,0,0,0,0,0,0,20161211,20170903
409,0,0,0,0,0,0,0,20161211,20170903
410,0,0,0,0,0,0,0,20161211,20170903
411,0,0,0,0,0,0,0,20161211,20170903
412,0,0,0,0,0,0,0,20161211,20170903
413,0,0,0,0,0,0,0,20161211,20170903
414,0,0,0,0,0,0,0,20161211,20170903
415,0,0,0,0,0,0,0,20161211,20170903
416,0,0,0,0,0,0,0,20161211,20170903
417,0,0,0,0,0,0,0,20161211,20170903
418,0,0,0,0,0,0,0,20161211,20170903
419,0,0,0,0,0,0,0,20161211,20170903
420,0,0,0,0,0,0,0,20161211,20170903
421,0,0,0,0,0,0,0,20161211,20170903
422,0,0,0,0,0,0,0,20161211,20170903
423,0,0,0,0,0,0,0,20161211,20170903
424,0,0,0,0,0,0,0,20161211,20170903
425,0,0,0,0,0,0,0,20161211,20170903
426,0,0,0,0,0,0,0,20161211,20170903
427,0,0,0,0,0,0,0,20161211,20170903
428,0,0,0,0,0,0,0,20161211,20170903
429,0,0,0,0,0,0,0,20161211,20170903
430,0,0,0,0,0,0,0,20161211,20170903
431,0,0,0,0,0,0,0,20161211,20170903
432,0,0,0,0,0,0,0,20161211,20170903
433,0,0,0,0,0,0,0,20161211,20170903
434,0,0,0,0,0,0,0,20161211,20170903
435,0,0,0,0,0,0,0,20161211,20170903
436,0,0,0,0,0,0,0,20161211,20170903
437,0,0,0,0,0,0,0,20161211,20170903
438,0,0,0,0,0,0,0,20161211,20170903
439,0,0,0,0,0,0,0,20161211,20170903
440,0,0,0,0,0,0,0,20161211,20170903
441,0,0,0,0,0,0,0,20161211,20170903
442,0,0,0,0,0,0,0,20161211,20170903
443,0,0,0,0,0,0,0,20161211,20170903
444,0,0,0,0,0,0,0,20161211,20170903
445,0,0,0,0,0,0,0,20161211,20170903
446,0,0,0,0,0,0,0,20161211,20170903
447,0,0,0,0,0,0,0,20161211,20170903
448,0,0,0,0,0,0,0,20161211,20170903
449,0,0,0,0,0,0,0,20161211,20170903
450,0,0,0,0,0,0,0,20161211,20170903
451,0,0,0,0,0,0,0,20161211,20170903
452,0,0,0,0,0,0,0,20161211,20170903
453,0,0,0,0,0,0,0,20161211,20170903
454,0,0,0,0,0,0,0,20161211,20170903
455,0,0,0,0,0,0,0,20161211,20170903
456,0,0,0,0,0,0,0,20161211,20170903
457,0,0,0,0,0,0,0,20161211,20170903
458,0,0,0,0,0,0,0,20161211,20170903
459,0,0,0,0,0,0,0,20161211,20170903
460,0,0,0,0,0,0,0,20161211,20170903
461,0,0,0,0,0,0,0,20161211,20170903
462,0,0,0,0,0,0,0,20161211,20170903
463,0,0,0,0,0,0,0,20161211,20170903
464,0,0,0,0,0,0,0,20161211,20170903
465,0,0,0,0,0,0,0,20161211,20170903
466,0,0,0,0,0,0,0,20161211,20170903
467,0,0,0,0,0,0,0,20161211,20170903
468,0,0,0,0,0,0,0,20161211,20170903
469,0,0,0,0,0,0,0,20161211,20170903
470,0,0,0,0,0,0,0,20161211,20170903
471,0,0,0,0,0,0,0,20161211,20170903
472,0,0,0,0,0,0,0,20161211,20170903
473,0,0,0,0,0,0,0,20161211,20170903
474,0,0,0,0,0,0,0,20161211,20170903
475,0,0,0,0,0,0,0,20161211,20170903
476,0,0,0,0,0,0,0,20161211,20170903
477,0,0,0,0,0,0,0,20161211,20170903
478,0,0,0,0,0,0,0,20161211,20170903
479,0,0,0,0,0,0,0,20161211,20170903
480,0,0,0,0,0,0,0,20161211,20170903
481,0,0,0,0,0,0,0,20161211,20170903
482,0,0,0,0,0,0,0,20161211,20170903
483,0,0,0,0,0,0,0,20161211,20170903
484,0,0,0,0,0,0,0,20161211,20170903
485,0,0,0,0,0,0,0,20161211,20170903
486,0,0,0,0,0,0,0,20161211,20170903
487,0,0,0,0,0,0,0,20161211,20170903
488,0,0,0,0,0,0,0,20161211,20170903
489,0,0,0,0,0,0,0,20161211,20170903
490,0,0,0,0,0,0,0,20161211,20170903
491,0,0,0,0,0,0,0,20161211,20170903
492,0,0,0,0,0,0,0,20161211,20170903
493,0,0,0,0,0,0,0,20161211,20170903
494,0,0,0,0,0,0,0,20161211,20170903
495,0,0,0,0,0,0,0,20161211,20170903
496,0,0,0,0,0,0,0,20161211,20170903
497,0,0,0,0,0,0,0,20161211,20170903
498,0,0,0,0,0,0,0,20161211,20170903
499,0,0,0,0,0,0,0,20161211,20170903
500,0,0,0,0,0,0,0,20161211,20170903
501,0,0,0,0,0,0,0,20161211,20170903
502,0,0,0,0,0,0,0,20161211,20170903
503,0,0,0,0,0,0,0,20161211,20170903
504,0,0,0,0,0,0,0,20161211,20170903
505,0,0,0,0,0,0,0,20161211,20170903
506,0,0,0,0,0,0,0,20161211,20170903
507,0,0,0,0,0,0,0,20161211,20170903
508,0,0,0,0,0,0,0,20161211,20170903
509,0,0,0,0,0,0,0,20161211,20170903
510,0,0,0,0,0,0,0,20161211,20170903
511,0,0,0,0,0,0,0,20161211,20170903
512,0,0,0,0,0,0,0,20161211,20170903
513,0,0,0,0,0,0,0,20161211,20170903
514,0,0,0,0,0,0,0,20161211,20170903
515,0,0,0,0,0,0,0,20161211,20170903
516,0,0,0,0,0,0,0,20161211,20170903
517,0,0,0,0,0,0,0,20161211,20170903
518,0,0,0,0,0,0,0,20161211,20170903
519,0,0,0,0,0,0,0,20161211,20170903
520,0,0,0,0,0,0,0,20161211,20170903
521,0,0,0,0,0,0,0,20161211,20170903
522,0,0,0,0,0,0,0,20161211,20170903
523,0,0,0,0,0,0,0,20161211,20170903
524,0,0,0,0,0,0,0,20161211,20170903
525,0,0,0,0,0,0,0,20161211,20170903
526,0,0,0,0,0,0,0,20161211,20170903
527,0,0,0,0,0,0,0,20161211,20170903
528,0,0,0,0,0,0,0,20161211,20170903
529,0,0,0,0,0,0,0,20161211,20170903
530,0,0,0,0,0,0,0,20161211,20170903
531,0,0,0,0,0,0,0,20161211,20170903
532,0,0,0,0,0,0,0,20161211,20170903
533,0,0,0,0,0,0,0,20161211,20170903
534,0,0,0,0,0,0,0,20161211,20170903
535,0,0,0,0,0,0,0,20161211,20170903
536,0,0,0,0,0,0,0,20161211,20170903
537,0,0,0,0,0,0,0,20161211,20170903
538,0,0,0,0,0,0,0,20161211,20170903
539,0,0,0,0,0,0,0,20161211,20170903
540,0,0,0,0,0,0,0,20161211,20170903
541,0,0,0,0,0,0,0,20161211,20170903
542,0,0,0,0,0,0,0,20161211,20170903
543,0,0,0,0,0,0,0,20161211,20170903
544,0,0,0,0,0,0,0,20161211,20170903
545,0,0,0,0,0,0,0,20161211,20170903
546,0,0,0,0,0,0,0,20161211,20170903
547,0,0,0,0,0,0,0,20161211,20170903
548,0,0,0,0,0,0,0,20161211,20170903
549,0,0,0,0,0,0,0,20161211,20170903
550,0,0,0,0,0,0,0,20161211,20170903
551,0,0,0,0,0,0,0,20161211,20170903
552,0,0,0,0,0,0,0,20161211,20170903
553,0,0,0,0,0,0,0,20161211,20170903
554,0,0,0,0,0,0,0,20161211,20170903
555,0,0,0,0,0,0,0,20161211,20170903
556,0,0,0,0,0,0,0,20161211,20170903
557,0,0,0,0,0,0,0,20161211,20170903
558,0,0,0,0,0,0,0,20161211,20170903
559,0,0,0,0,0,0,0,20161211,20170903
560,0,0,0,0,0,0,0,20161211,20170903
561,0,0,0,0,0,0,0,20161211,20170903
562,0,0,0,0,0,0,0,20161211,20170903
563,0,0,0,0,0,0,0,20161211,20170903
564,0,0,0,0,0,0,0,20161211,20170903
565,0,0,0,0,0,0,0,20161211,20170903
566,0,0,0,0,0,0,0,20161211,20170903
567,0,0,0,0,0,0,0,20161211,20170903
568,0,0,0,0,0,0,0,20161211,20170903
569,0,0,0,0,0,0,0,20161211,20170903
570,0,0,0,0,0,0,0,20161211,20170903
571,0,0,0,0,0,0,0,20161211,20170903
572,0,0,0,0,0,0,0,20161211,20170903
573,0,0,0,0,0,0,0,20161211,20170903
574,0,0,0,0,0,0,0,20161211,20170903
575,0,0,0,0,0,0,0,20161211,20170903
576,0,0,0,0,0,0,0,20161211,20170903
577,0,0,0,0,0,0,0,20161211,20170903
578,0,0,0,0,0,0,0,20161211,20170903
579,0,0,0,0,0,0,0,20161211,20170903
